stage,teams,result
week-5,natus-vincere-junior gambit-youngsters,2
week-5,nordavind cr4zy,1
week-5,,
week-5,,
week-6,apeks forze,2
week-6,,
week-6,avez forze,2
week-6,avez team-dignitas,2
week-6,forze level-up,1
week-6,forze team-dignitas,1
week-6,hellraisers avez,2
week-6,hellraisers lyngby-vikings,1
week-6,k23 gamerlegion,1
week-6,,
week-6,k23 winstrike,1
week-6,s-gaming forze,2
week-6,team-dignitas izako-boars,1
week-6,team-dignitas k23,1
week-6,team-dignitas singularity,1
week-7,avez espada,2
week-7,espada apeks,1
week-7,espada galaxy-racer,1
week-7,espada singularity,2
week-7,singularity espada,2
week-7,team-dignitas apeks,2
week-7,team-dignitas budapest-five,1
week-7,team-dignitas budapest-five,2
week-7,winstrike espada,2
week-8,apeks gambit-youngsters,1
week-8,cr4zy espada,2
week-8,espada apeks,1
week-8,espada fate,2
week-8,espada spirit,2
week-8,fate espada,2
week-8,forze gambit-youngsters,2
week-8,forze level-up,1
week-8,forze pact,1
week-8,gambit-youngsters pact,1
week-8,hellraisers honoris,1
week-8,hellraisers honoris,1
week-8,hellraisers k23,2
week-8,k23 cr4zy,1
week-8,k23 fate,1
week-8,k23 spirit,2
week-8,natus-vincere-junior espada,2
week-8,natus-vincere-junior hellraisers,1
week-8,selectah spirit,2
week-8,spirit forze,1
week-8,spirit skade,1
week-9,ago-gaming agf,2
week-9,ago-gaming winstrike,2
week-9,avez team-dignitas,2
week-9,espada agf,1
week-9,espada c0ntact,1
week-9,espada team-dignitas,1
week-9,forze apeks,1
week-9,forze gambit-youngsters,1
week-9,forze team-dignitas,1
week-9,hellraisers gambit-youngsters,2
week-9,mad-lions apeks,1
week-9,mad-lions espada,1
week-9,mad-lions forze,2
week-9,mad-lions gamerlegion,1
week-9,mad-lions made-in-brazil,1
week-9,made-in-brazil forze,2
week-9,made-in-brazil gambit-youngsters,1
week-9,made-in-brazil hellraisers,1
week-9,team-dignitas avez,1
week-9,winstrike team-dignitas,2
group-stage,elements singularity,2
group-stage,elements sprout,2
group-stage,dream-eaters skade,2
group-stage,espada project-x,2
group-stage,extremum espada,1
group-stage,pact dream-eaters,1
playoff,big complexity-gaming,1
playoff,big faze,2
playoff,cloud9 big,1
playoff,cloud9 faze,2
playoff,faze cloud9,2
playoff,faze complexity-gaming,1
group-stage,astralis godsent,2
group-stage,envyus fnatic,2
group-stage,faze envyus,1
group-stage,faze sk,2
group-stage,flipsid3 faze,2
group-stage,flipsid3 liquid,2
group-stage,flipsid3 optic,2
group-stage,gambit faze,1
group-stage,gambit north,1
group-stage,gambit vp,2
group-stage,godsent envyus,2
group-stage,godsent gambit,2
group-stage,godsent optic,1
group-stage,liquid envyus,2
group-stage,navi envyus,1
group-stage,north godsent,1
group-stage,optic astralis,2
group-stage,sk astralis,1
group-stage,sk hellraisers,1
group-stage,sk navi,2
group-stage,vp optic,1
offline-qualifier,clg cloud9,2
offline-qualifier,clg renegades,1
offline-qualifier,clg vega-squadron,2
offline-qualifier,envyus immortals,2
offline-qualifier,envyus spirit,1
offline-qualifier,envyus tyloo,1
offline-qualifier,envyus vega-squadron,1
offline-qualifier,faze immortals,1
offline-qualifier,faze optic,1
offline-qualifier,g2-esports envyus,1
offline-qualifier,g2-esports godsent,2
offline-qualifier,g2-esports vega-squadron,1
offline-qualifier,godsent hellraisers,1
offline-qualifier,godsent team-dignitas,1
offline-qualifier,immortals g2-esports,2
offline-qualifier,immortals vega-squadron,1
offline-qualifier,mousesports immortals,1
offline-qualifier,nip optic,2
offline-qualifier,nip vega-squadron,2
offline-qualifier,optic hellraisers,1
offline-qualifier,optic tyloo,1
offline-qualifier,team-dignitas clg,1
offline-qualifier,team-dignitas g2-esports,1
offline-qualifier,team-dignitas spirit,1
playoff,faze sk,2
playoff,fnatic gambit,1
playoff,vp sk,1
qualifier-1,ence bpro,1
qualifier-1,epsilon binary-dragons,1
qualifier-1,ldlc ence,2
qualifier-1,tricked epsilon,2
qualifier-2,kinguin ldlc,2
qualifier-2,kinguin singularity,1
last-chance,liquid avangar,1
last-chance,renegades avangar,2
new-challengers-stage,avangar quantum-bellator,2
new-challengers-stage,cloud9 envyus,1
new-challengers-stage,envyus renegades,2
new-challengers-stage,faze liquid,1
new-challengers-stage,faze navi,1
new-challengers-stage,faze vega-squadron,2
new-challengers-stage,flash-gaming envyus,2
new-challengers-stage,flash-gaming quantum-bellator,2
new-challengers-stage,flipsid3 avangar,2
new-challengers-stage,flipsid3 liquid,2
new-challengers-stage,flipsid3 misfits,2
new-challengers-stage,g2-esports flash-gaming,1
new-challengers-stage,liquid vega-squadron,2
new-challengers-stage,misfits avangar,2
new-challengers-stage,misfits g2-esports,2
new-challengers-stage,misfits space-soldiers,2
new-challengers-stage,mousesports avangar,1
new-challengers-stage,mousesports cloud9,2
new-challengers-stage,mousesports navi,1
new-challengers-stage,mousesports renegades,1
new-challengers-stage,navi liquid,1
new-challengers-stage,navi quantum-bellator,1
new-challengers-stage,quantum-bellator envyus,1
new-challengers-stage,quantum-bellator faze,2
new-challengers-stage,renegades liquid,2
new-challengers-stage,renegades sprout,1
new-challengers-stage,space-soldiers avangar,1
new-challengers-stage,space-soldiers mousesports,1
new-challengers-stage,sprout cloud9,2
new-challengers-stage,sprout navi,2
new-challengers-stage,sprout space-soldiers,1
new-challengers-stage,vega-squadron g2-esports,2
new-challengers-stage,vega-squadron renegades,1
new-legends-stage,astralis cloud9,2
new-legends-stage,astralis mousesports,2
new-legends-stage,astralis north,1
new-legends-stage,big liquid,2
new-legends-stage,big navi,2
new-legends-stage,big north,1
new-legends-stage,cloud9 g2-esports,2
new-legends-stage,faze vega-squadron,1
new-legends-stage,fnatic astralis,1
new-legends-stage,fnatic faze,2
new-legends-stage,fnatic gambit,1
new-legends-stage,fnatic navi,2
new-legends-stage,g2-esports liquid,1
new-legends-stage,gambit navi,1
new-legends-stage,gambit sk,2
new-legends-stage,liquid navi,2
new-legends-stage,liquid vega-squadron,2
new-legends-stage,mousesports space-soldiers,1
new-legends-stage,mousesports vega-squadron,1
new-legends-stage,north vega-squadron,2
new-legends-stage,quantum-bellator g2-esports,2
new-legends-stage,quantum-bellator gambit,1
new-legends-stage,quantum-bellator mousesports,1
new-legends-stage,sk faze,2
new-legends-stage,sk mousesports,1
new-legends-stage,sk space-soldiers,1
new-legends-stage,space-soldiers big,1
new-legends-stage,space-soldiers cloud9,1
new-legends-stage,space-soldiers gambit,2
new-legends-stage,vega-squadron cloud9,2
new-legends-stage,vp cloud9,2
new-legends-stage,vp fnatic,2
new-legends-stage,vp quantum-bellator,2
playoff,cloud9 sk,1
playoff,faze cloud9,2
playoff,faze mousesports,1
playoff,faze navi,1
playoff,g2-esports cloud9,2
playoff,navi quantum-bellator,1
playoff,sk fnatic,1
eu-qualifier,ago-gaming vega-squadron,1
eu-qualifier,envyus ares-esport,1
eu-qualifier,flipsid3 orion-3,1
eu-qualifier,gambit ago-gaming,2
eu-qualifier,heroic flipsid3,1
eu-qualifier,red-reserve envyus,2
eu-qualifier,samba envyus,2
eu-qualifier,vega-squadron space-soldiers,1
main-event,cloud9 nip,1
main-event,envyus cloud9,2
main-event,envyus nip,1
main-event,faze navi,1
main-event,faze renegades,1
main-event,heroic sk,1
main-event,immortals fnatic,2
main-event,immortals north,2
main-event,liquid sk,2
main-event,mousesports immortals,2
main-event,navi g2-esports,2
main-event,north fnatic,1
main-event,renegades g2-esports,2
main-event,sk heroic,2
main-event,vp envyus,2
na-qualifier,broken-alliance renegades,2
na-qualifier,immortals broken-alliance,1
na-qualifier,immortals splyce,1
na-qualifier,luminosity liquid,2
na-qualifier,nrg renegades,2
na-qualifier,renegades liquid,2
playoff,astralis fnatic,1
playoff,cloud9 astralis,2
playoff,cloud9 g2-esports,1
playoff,faze envyus,1
playoff,faze north,1
playoff,north heroic,1
group-stage,astralis cloud9,1
group-stage,astralis liquid,1
group-stage,cloud9 made-in-brazil,2
group-stage,faze mousesports,2
group-stage,fnatic faze,1
group-stage,liquid made-in-brazil,1
group-stage,liquid made-in-brazil,1
group-stage,mousesports fnatic,1
group-stage,navi fnatic,1
group-stage,navi mousesports,1
playoff,astralis liquid,1
playoff,astralis mousesports,1
playoff,navi liquid,2
europe-closed,flipsid3 vexed,2
na-closed,clg splyce,2
Group-c,astralis clg,1
Group-c,astralis clg,1
Group-c,astralis sk,2
Group-c,clg astralis,2
Group-c,clg nrg,1
Group-c,clg sk,1
Group-c,nrg clg,1
Group-c,nrg sk,2
Group-c,sk astralis,2
Group-c,sk clg,1
Group-c,sk clg,2
Group-c,sk nrg,1
Group-e,echo-fox flipsid3,1
Group-e,echo-fox mousesports,2
Group-e,echo-fox navi,2
Group-e,flipsid3 echo-fox,1
Group-e,flipsid3 mousesports,1
Group-e,flipsid3 navi,2
Group-e,mousesports echo-fox,1
Group-e,mousesports flipsid3,1
Group-e,mousesports flipsid3,2
Group-e,navi echo-fox,2
Group-e,navi echo-fox,1
Group-e,navi flipsid3,1
Group-e,navi flipsid3,1
group-a,cloud9 luminosity,2
group-a,liquid luminosity,2
group-a,luminosity cloud9,1
group-a,luminosity cloud9,1
group-a,luminosity liquid,1
group-a,luminosity liquid,1
group-a,luminosity renegades,1
group-a,renegades luminosity,2
last-chance,faze clg,1
last-chance,renegades flipsid3,1
eu-closed-qualifier,flipsid3 alternate,2
eu-closed-qualifier,g2-esports kinguin,1
eu-closed-qualifier,kinguin tricked,1
group-stage,echo-fox g2-esports,2
group-stage,envyus north,2
group-stage,fnatic optic,1
group-stage,fnatic optic,2
group-stage,immortals faze,2
group-stage,mousesports immortals,1
group-stage,navi sk,2
group-stage,optic envyus,1
group-stage,sk astralis,2
group-stage,sk navi,1
group-stage,vp echo-fox,1
na-closed-qualifier,clg nrg,2
na-closed-qualifier,,
na-closed-qualifier,,
na-closed-qualifier,,
na-closed-qualifier,eunited pain-gaming,1
na-closed-qualifier,immortals blight,1
na-closed-qualifier,immortals solomid,1
na-closed-qualifier,,
na-closed-qualifier,liquid eunited,1
na-closed-qualifier,renegades luminosity,1
na-closed-qualifier,,
na-closed-qualifier,sk nrg,1
playoff,astralis optic,2
playoff,mousesports optic,2
playoff,,
playoff,optic faze,1
playoff,,
playoff,aalborg-rebels tricked,2
playoff,agf tricked,2
playoff,tricked copenhagen-flames,1
regular-season,aalborg-rebels tricked,1
regular-season,agf tricked,1
regular-season,alpha tricked,2
regular-season,atlando-esports tricked,2
regular-season,copenhagen-flames tricked,1
regular-season,enable tricked,2
regular-season,esimed tricked,2
regular-season,ignite tricked,2
regular-season,lyngby-vikings tricked,1
regular-season,masonic tricked,2
regular-season,sorby-flames tricked,2
regular-season,tricked aalborg-rebels,1
regular-season,tricked agf,2
regular-season,tricked alpha,1
regular-season,tricked atlando-esports,1
regular-season,tricked copenhagen-flames,2
regular-season,tricked enable,2
regular-season,tricked esimed,1
regular-season,tricked ignite,1
regular-season,tricked lyngby-vikings,2
regular-season,tricked masonic,1
regular-season,tricked sorby-flames,2
group-stage,aab tricked,2
group-stage,aalborg-rebels tricked,2
group-stage,agf-academy tricked,2
group-stage,agf tricked,1
group-stage,alpha tricked,2
group-stage,astralis-talent tricked,2
group-stage,atlando-esports tricked,2
group-stage,atlando-esports tricked,2
group-stage,campus-vejle-flammen tricked,2
group-stage,copenhagen-flames tricked,1
group-stage,esimed tricked,2
group-stage,lyngby-vikings tricked,2
group-stage,masonic tricked,1
group-stage,tricked aab,1
group-stage,tricked aalborg-rebels,1
group-stage,tricked agf,1
group-stage,tricked agf-academy,2
group-stage,tricked alpha,1
group-stage,tricked astralis-talent,1
group-stage,tricked campus-vejle-flammen,1
group-stage,tricked copenhagen-flames,1
group-stage,tricked esimed,1
group-stage,tricked lyngby-vikings,2
group-stage,tricked masonic,1
playoff,lyngby-vikings tricked,2
playoff,tricked copenhagen-flames,1
group-stage,aab quantum-bellator,2
group-stage,agf tricked,1
group-stage,alpha quantum-bellator,2
group-stage,alpha tricked,2
group-stage,astralis-talent tricked,2
group-stage,atlando-esports tricked,2
group-stage,cv-instinct quantum-bellator,2
group-stage,cv-instinct tricked,2
group-stage,dream-dn quantum-bellator,1
group-stage,masonic quantum-bellator,2
group-stage,masonic tricked,1
group-stage,quantum-bellator agf,2
group-stage,quantum-bellator astralis-talent,2
group-stage,quantum-bellator atlando-esports,1
group-stage,quantum-bellator singularity,1
group-stage,quantum-bellator spirit-of-amiga,1
group-stage,spirit-of-amiga tricked,2
group-stage,tricked aab,2
group-stage,tricked dream-dn,2
group-stage,tricked quantum-bellator,1
group-stage,tricked singularity,2
playoff,aab tricked,1
playoff,cepter-bitskins tricked,2
playoff,quantum-bellator aab,2
playoff,singularity tricked,2
group-stage,apeks heroic,2
group-stage,apeks mad-lions,2
group-stage,godsent havu-gaming,1
group-stage,godsent lyngby-vikings,1
group-stage,havu-gaming team-dignitas,1
group-stage,heroic agf,1
group-stage,heroic apeks,2
group-stage,lyngby-vikings team-dignitas,1
group-stage,mad-lions agf,1
playoff,godsent heroic,1
playoff,mad-lions havu-gaming,1
denmark,agf quantum-bellator,1
denmark,agf tricked,2
denmark,tricked eddy46,1
denmark,tricked lyngby-vikings,1
denmark,tricked opaa,1
denmark,tricked ynity,1
group-stage,double-poney ence,2
group-stage,double-poney tricked,1
group-stage,ence tricked,1
group-stage,ence young-ninjas,2
